score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,June 2021,13 June 2021,,
9.0,Superb,,,United States,Double Room,1 night ·,Solo traveller,June 2021,11 June 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,June 2021,10 June 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Family,June 2021,9 June 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Family,June 2021,8 June 2021,,
8.0,Very good,,,United Kingdom,Double Room,1 night ·,Couple,June 2021,7 June 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),4 nights ·,Family,June 2021,6 June 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,June 2021,5 June 2021,,
10,Exceptional,,,United Kingdom,Landmark Junior Suite,3 nights ·,Solo traveller,June 2021,5 June 2021,,
9.0,Superb,,,Australia,Double Room,2 nights ·,Group,May 2021,4 June 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,June 2021,4 June 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,May 2021,3 June 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,May 2021,3 June 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Couple,May 2021,2 June 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,4 nights ·,Couple,June 2021,2 June 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,May 2021,1 June 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Family,May 2021,31 May 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,May 2021,31 May 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,1 night ·,Couple,May 2021,31 May 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Couple,May 2021,30 May 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Family,May 2021,30 May 2021,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Group,May 2021,28 May 2021,,
9.0,A great stay for our wedding anniversary,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,May 2021,26 May 2021,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Couple,May 2021,24 May 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,May 2021,24 May 2021,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,May 2021,23 May 2021,,
9.0,Superb,,,United Kingdom,Executive Double Room,3 nights ·,Couple,May 2021,23 May 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,May 2021,23 May 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,May 2021,23 May 2021,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Solo traveller,May 2021,20 May 2021,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Couple,May 2021,20 May 2021,,
10,Exceptional,,,United Kingdom,Deluxe Suite,1 night ·,Couple,May 2021,17 May 2021,,
10,Perfect will be back.,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,May 2021,16 May 2021,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,January 2021,13 January 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,December 2020,12 January 2021,,
10,Exceptional,,,Argentina,Executive Double Room,1 night ·,Couple,December 2020,9 January 2021,,
9.0,Superb,,,United Kingdom,Landmark Junior Suite,1 night ·,Couple,December 2020,3 January 2021,,
8.0,Very good,,,United Kingdom,Executive Double Room,1 night ·,Couple,December 2020,1 January 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Solo traveller,January 2021,1 January 2021,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,December 2020,29 December 2020,,
8.0,Very good,,,New Zealand,Executive Double Room,1 night ·,Couple,December 2020,22 December 2020,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Solo traveller,December 2020,21 December 2020,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,December 2020,18 December 2020,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Couple,December 2020,17 December 2020,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,December 2020,17 December 2020,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,December 2020,16 December 2020,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,December 2020,14 December 2020,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Couple,December 2020,14 December 2020,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Couple,December 2020,11 December 2020,,
10,Exceptional,,,United Kingdom,Deluxe Suite,1 night ·,Couple,December 2020,10 December 2020,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Family,December 2020,10 December 2020,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,December 2020,10 December 2020,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,December 2020,6 December 2020,,
10,Exceptional,,,United Kingdom,Landmark Junior Suite,1 night ·,Couple,December 2020,6 December 2020,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,December 2020,5 December 2020,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,November 2020,28 November 2020,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,October 2020,21 November 2020,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2020,20 November 2020,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,October 2020,19 November 2020,,
10,We had a wonderful time,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,October 2020,19 November 2020,,
10,Exceptional,,,United Kingdom,Landmark Junior Suite,2 nights ·,Couple,September 2020,19 November 2020,,
9.6,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,October 2020,14 November 2020,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,October 2020,10 November 2020,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Couple,November 2020,8 November 2020,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,November 2020,5 November 2020,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,October 2020,3 November 2020,,
8.0,Very good,,,United Kingdom,Double Room,1 night ·,Group,November 2020,2 November 2020,,
10,Exceptional,,,United Kingdom,Landmark Junior Suite,1 night ·,Couple,November 2020,2 November 2020,,
9.0,Superb,,,Belgium,Double Room,1 night ·,Family,September 2020,1 November 2020,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,October 2020,31 October 2020,,
9.0,Superb,,,United Kingdom,Double Room,2 nights ·,Couple,October 2020,31 October 2020,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2020,30 October 2020,,
10,Exceptional,,,United Kingdom,Double Room,2 nights ·,Couple,October 2020,25 October 2020,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Couple,October 2020,22 October 2020,,
10,Exceptional,,,United Kingdom,Landmark Junior Suite,1 night ·,Family,October 2020,19 October 2020,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,October 2020,19 October 2020,,
8.0,Very good,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,October 2020,18 October 2020,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2020,17 October 2020,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,October 2020,17 October 2020,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Couple,October 2020,15 October 2020,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2020,11 October 2020,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,October 2020,11 October 2020,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,October 2020,11 October 2020,,
8.0,Very good,,,United Kingdom,Suite,2 nights ·,Couple,October 2020,10 October 2020,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Family,October 2020,9 October 2020,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,September 2020,4 October 2020,,
8.0,Very good,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Couple,September 2020,30 September 2020,,
10,Exceptional,,,United Kingdom,Executive Double Room,2 nights ·,Couple,September 2020,28 September 2020,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,September 2020,24 September 2020,,
10,Exceptional,,,United Kingdom,Landmark Junior Suite,3 nights ·,Couple,September 2020,19 September 2020,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2020,17 September 2020,,
10,Exceptional,,,United Kingdom,Executive Double Room,2 nights ·,Couple,September 2020,10 September 2020,,
9.0,Superb,,,United Kingdom,Double Room,2 nights ·,Couple,September 2020,8 September 2020,,
8.0,Very good,,,United Kingdom,Double Room,1 night ·,Couple,September 2020,7 September 2020,,
8.0,Very good,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,September 2020,6 September 2020,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Group,September 2020,6 September 2020,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Couple,September 2020,4 September 2020,,
10,Exceptional,,,Belgium,Double Room,1 night ·,Couple,August 2020,3 September 2020,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,August 2020,1 September 2020,,
10,"Lovely 5*hotel, convenient to Marylebone Station",,,United Kingdom,Executive Double Room,1 night ·,Family,August 2020,30 August 2020,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,August 2020,17 August 2020,,
9.0,Superb,,,United Kingdom,Double Room,1 night ·,Couple,March 2020,30 May 2020,,
10,Exceptional,,,Thailand,Family Room (2 Adults + 2 Children),2 nights ·,Family,January 2020,26 March 2020,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,February 2020,24 March 2020,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,March 2020,19 March 2020,,
8.0,Very good,,,United Arab Emirates,Double Room,4 nights ·,Solo traveller,March 2020,11 March 2020,,
10,Exceptional,,,Hong Kong (China),Family Room (2 Adults + 2 Children),7 nights ·,Family,March 2020,7 March 2020,,
9.2,Superb,,,United Kingdom,Executive Double Room,1 night ·,Solo traveller,March 2020,6 March 2020,,
9.6,Exceptional,,,Kuwait,Family Room (2 Adults + 2 Children),9 nights ·,Family,March 2020,4 March 2020,,
8.8,Fabulous,,,Kuwait,Double Room,6 nights ·,Solo traveller,February 2020,1 March 2020,,
8.8,Fabulous,,,Greece,Deluxe Double Room,2 nights ·,Couple,February 2020,1 March 2020,,
9.6,Exceptional,,,United Kingdom,Double Room,2 nights ·,Couple,January 2020,22 February 2020,,
10,Exceptional,,,Saudi Arabia,Deluxe Double Room,2 nights ·,Family,February 2020,19 February 2020,,
8.8,Fabulous,,,China,Family Room (2 Adults + 2 Children),3 nights ·,Couple,January 2020,15 February 2020,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,February 2020,15 February 2020,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Family,January 2020,12 February 2020,,
10,Exceptional,,,Singapore,Luxury Suite,1 night ·,Solo traveller,February 2020,12 February 2020,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,February 2020,10 February 2020,,
8.8,Fabulous,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,February 2020,10 February 2020,,
10,Exceptional,,,United Kingdom,Executive Double Room,3 nights ·,Couple,February 2020,9 February 2020,,
8.3,Very good,,,China,Double Room,2 nights ·,Family,January 2020,3 February 2020,,
8.0,Very good,,,United Kingdom,Double Room,1 night ·,Group,January 2020,31 January 2020,,
10,Exceptional,,,Qatar,Deluxe Double Room,13 nights ·,Family,January 2020,31 January 2020,,
10,Exceptional,,,Qatar,Family Room (2 Adults + 2 Children),3 nights ·,Family,January 2020,31 January 2020,,
9.6,Exceptional,,,United Kingdom,Executive Double Room,2 nights ·,Couple,January 2020,31 January 2020,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,January 2020,30 January 2020,,
9.0,Superb,,,China,Deluxe Double Room,6 nights ·,Group,January 2020,27 January 2020,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,January 2020,26 January 2020,,
10,Exceptional,,,Saudi Arabia,Family Room (2 Adults + 2 Children),6 nights ·,Family,January 2020,26 January 2020,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,January 2020,24 January 2020,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,December 2019,18 January 2020,,
9.2,Superb,,,Kuwait,Executive Double Room,2 nights ·,Family,January 2020,11 January 2020,,
10,Exceptional,,,Qatar,Deluxe Double Room,7 nights ·,Group,January 2020,10 January 2020,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,January 2020,4 January 2020,,
9.6,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Family,December 2019,30 December 2019,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,December 2019,23 December 2019,,
9.0,Superb,,,United Kingdom,Family Room (2 Adults + 2 Children),3 nights ·,Family,December 2019,18 December 2019,,
8.0,Very good,,,United Kingdom,Executive Double Room,1 night ·,Solo traveller,December 2019,15 December 2019,,
9.2,Superb,,,Saudi Arabia,Executive Double Room,5 nights ·,Couple,December 2019,10 December 2019,,
9.6,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,December 2019,4 December 2019,,
7.9,Good,,,United Kingdom,Executive Double Room,1 night ·,Couple,December 2019,3 December 2019,,
9.6,Exceptional,,,Qatar,Executive Double Room,2 nights ·,Solo traveller,November 2019,30 November 2019,,
9.0,Superb,,,Saudi Arabia,Deluxe Suite,7 nights ·,Couple,November 2019,29 November 2019,,
8.0,Very good,,,Poland,Double Room,1 night ·,Solo traveller,November 2019,27 November 2019,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),2 nights ·,Family,November 2019,24 November 2019,,
10,Exceptional,,,Romania,Executive Double Room,3 nights ·,Family,November 2019,23 November 2019,,
10,Exceptional,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,November 2019,23 November 2019,,
10,Exceptional,,,Egypt,Deluxe Double Room,2 nights ·,Group,November 2019,23 November 2019,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Solo traveller,November 2019,20 November 2019,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,November 2019,18 November 2019,,
10,Exceptional,,,Ireland,Family Room (2 Adults + 2 Children),1 night ·,Family,November 2019,18 November 2019,,
10,Exceptional,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,November 2019,17 November 2019,,
9.2,Superb,,,Kuwait,Family Room (2 Adults + 2 Children),5 nights ·,Family,October 2019,17 November 2019,,
8.3,Very good,,,United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,October 2019,15 November 2019,,
10,Exceptional,,,Romania,Deluxe Double Room,2 nights ·,Couple,November 2019,11 November 2019,,
9.6,Perfect hotel,,,United Kingdom,Executive Double Room,1 night ·,Couple,October 2019,29 October 2019,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Group,October 2019,28 October 2019,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,October 2019,28 October 2019,,
9.0,Superb,,,Kenya,Deluxe Double Room,2 nights ·,Family,October 2022,23 October 2022,,
8.0,Very good,,,United Arab Emirates,Executive Double Room,1 night ·,Solo traveller,October 2022,23 October 2022,,
10,Exceptional,,,United Kingdom,Executive Double Room,1 night ·,Couple,October 2022,6 October 2022,,
8.0,Very good,,,Bahrain,Suite,4 nights ·,Couple,October 2022,5 October 2022,,
9.0,Superb,,,Saudi Arabia,Deluxe Double Room,6 nights ·,Family,September 2022,29 September 2022,,
10,Exceptional,,,Saudi Arabia,Executive Double Room,1 night ·,Couple,July 2022,22 September 2022,,
9.0,Superb,,,Kuwait,Family Room (2 Adults + 2 Children),7 nights ·,Family,August 2022,22 September 2022,,
10,Exceptional,,,United Kingdom,Double Room,1 night ·,Couple,September 2022,19 September 2022,,
10,Exceptional,,,Qatar,Family Room (2 Adults + 2 Children),3 nights ·,Couple,September 2022,12 September 2022,,
9.0,Superb,,,United Kingdom,Double Room,2 nights ·,Couple,September 2022,11 September 2022,,
